Airport code,,District,Country
UKY,Kansai,Not found,Not found
ULA,San Julian,Santa Cruz Province,Argentina
ULB,Ulei,Malampa,Vanuatu
ULC,Los Cerrillos,Santiago Metropolitan Region,Chile
ULD,Ulundi,Kwazulu-Natal,South Africa
ULE,Sule,West New Britain,Papua New Guinea
ULG,Ulgit,Bayan-Olgiy,Mongolia
ULI,Ulithi,Yap State,Micronesia
ULL,Mull,Tierra del Fuego Province,Argentina
ULM,New Ulm,Minnesota,United States
ULN,Buyant Uhaa,Ulanbaatar,Mongolia
ULO,Ulaangom,Uvs,Mongolia
ULP,Quilpie,Queensland,Australia
ULQ,Farfan,Valle del Cauca Department,Colombia
ULS,Mulatos,Kansas,United States
ULU,Gulu,Gulu District,Uganda
ULX,Ulusaba,Limpopo,South Africa
ULY,Ulyanovsk,Ulyanovsk Oblast,Russia
ULZ,Uliastai,Dzavhan,Mongolia
UMA,Punta De Maisi,GuantÃ¡namo,Cuba
UMB,North Shore,Meta Department,Colombia
UMC,Umba,Morobe,Papua New Guinea
UMD,Uummannaq,Greenland,Not found
UME,Umea,VÃ_sterbottens lÃ_n,Sweden
UMI,Quincemil,Cuzco Region,PerÃº
UMM,Summit,Alaska,United States
UMR,Woomera,South Australia,Australia
UMT,Umiat,Alaska,United States
UMU,Ernesto Geisel,ParanÃ¡,Brazil
UMY,Sumy,Sumy,Ukraine
UNA,Una,Bahia,Brazil
UNC,Unguia,ChocÃ_ Department,Colombia
UND,Kunduz,Kunduz Province,Afghanistan
UNE,Qachas Nek,Qacha's Nek,Lesotho
UNG,Kiunga,Western (Fly River),Papua New Guinea
UNI,Union Island,Ohio,United States
UNK,Unalakleet,Alaska,United States
UNN,Ranong,Ranong Province,Thailand
UNR,Underkhaan,Hentiy,Mongolia
UNS,Umnak,Not found,Not found
UNT,Baltasound,Scotland,United Kingdom
UNU,Dodge County,Wisconsin,United States
UOL,Buol,Sulawesi Tengah,Indonesia
UON,Muong Sai,Not found,Not found
UOS,Franklin County,Tennessee,United States
UOX,University-Oxford,Mississippi,United States
UPA,Punta Alegre,Western (Fly River),Papua New Guinea
UPB,Playa Baracoa,La Habana,Cuba
UPC,Puerto La Cruz,Uvs,Mongolia
UPF,Pforheim,Not found,Not found
UPG,Hasanudin,Sulawesi Selatan,Indonesia
UPL,Upala,Alajuela,Costa Rica
UPN,Uruapan,Michoacin,Mexico
UPP,Upolu Point,Hawaii,United States
UPR,Upiara,Western (Fly River),Papua New Guinea
UPV,Upavon,England,United Kingdom
UQE,Queen,Not found,Not found
URA,Uralsk,West Kazakhstan Region,Kazakhstan
URB,Ernesto Pochler,SÃ£o Paulo,Brazil
URC,Urumqi,Xinjiang Autonomous Region,China
URD,Burg Feuerstein,Bavaria,Germany
URE,Kuressaare,Saare County,Estonia
URG,Ruben Berta,Rio Grande do Sul,Brazil
URI,Uribe,Meta Department,Colombia
URJ,Uraj,Khanty-Mansi Autonomous Okrug,Russia
URM,Uriman,BolÃ_var,Venezuela
URN,Urgoon,Paktika Province,Afghanistan
URO,Boos,Upper Normandy,France
URR,Urrao,AntioquÃ_a Department,Colombia
URS,Kursk,Kursk Oblast,Russia
URT,Surat Thani,Surat Thani Province,Thailand
URU,Uroubi,Northern (Oro),Papua New Guinea
URY,Gurayat,The Northern Border Region,Saudi Arabia
URZ,Uruzgan,OrÅ«zgÄÅn Province,Afghanistan
USH,Islas Malvinas,Tierra del Fuego Province,Argentina
USI,Mabaruma,Barima-Waini,Guyana
USK,Usinsk,Komi Republic,Russia
USL,Useless Loop,Western Australia,Australia
USM,Koh Samui,Nakhon Si Thammarat Province,Thailand
USN,Ulsan,Ulsan Gwang'yeogsi,South Korea
USO,Usino,Madang,Papua New Guinea
USQ,Usak,UÅŸak Province,Turkey
USS,Sancti Spiritus,Sancti SpÃ_ritus,Cuba
UST,St Augustine,Florida,United States
USU,Busuanga,Palawan Province,Philippines
UTA,Mutare,Manicaland Province,Zimbabwe
UTB,Muttaburra,Queensland,Australia
UTC,Soesterberg,Utrecht,Netherlands
UTD,Nutwood Downs,Northern Territory,Australia
UTE,Butterworth,Free State,South Africa
UTG,Quthing,Quthing,Lesotho
UTH,Udon Thani,Udon Thani Province,Thailand
UTI,Utti,Southern Finland,Finland
UTK,Utirik Island,Utirik,Marshall Islands
UTL,Torremolinos,Not found,Not found
UTN,Upington,Northern Cape,South Africa
UTO,Indian Mountain AFS,Alaska,United States
UTP,Utapao,Rayong Province,Thailand
UTR,Uttaradit,Uttaradit Province,Thailand
UTT,Umtata,Eastern Cape,South Africa
UTU,Ustupo,Kuna Yala Indigenous Region,Panama
UTW,Queenstown,Eastern Cape,South Africa
UUA,Bugulma,Republic of Tatarstan,Russia
UUD,"Ulan-ude, Mukhino",Republic of Buryat,Russia
UUK,Kuparuk,Alaska,United States
UUN,Baruun-Urt,Shbaatar,Mongolia
UUS,Yuzhno-Sakhalinsk,Sakhalin Oblast,Russia
UUU,Manumu,Rhode Island,United States
UVA,Garner Fld,Texas,United States
UVE,Ouvea,New Caledonia,Not found
UVF,Hewanorra,Vieux Fort,Saint Lucia
UVL,Kharga,New Valley Governorate,Egypt
UVO,Uvol,East New Britain,Papua New Guinea
UWA,Ware,Massachusetts,United States
UYL,Nyala,South Darfur State,Sudan
UYN,Yulin,Shaanxi Province,China
UZC,Ponikve,Not found,Not found
UZH,Unayzah,Not found,Not found
UZU,Curuzu Cuatia,Corrientes Province,Argentina
VAA,Vaasa,Western Finland,Finland
VAB,Yavarate,VaupÃ©s Department,Colombia
VAC,Varrelbusch,Lower Saxony,Germany
VAD,Moody AFB,Georgia,United States
VAF,Chabeuil,RhÃ´ne Alpes,France
VAG,Maj. Brig. Trompowsky,Minas Gerais,Brazil
VAH,Vallegrande,Santa Cruz Department,Bolivia
VAI,Vanimo,Sandaun (West Sepik),Papua New Guinea
VAK,Chevak,Alaska,United States
VAL,Valenca,Bahia,Brazil
VAN,Van,Van Province,Turkey
VAO,Suavanao Airstrip,Isabel,Solomon Islands
VAP,Valparaiso,ValparaÃ_so Region,Chile
VAR,Varna,Varna Province,Bulgaria
VAS,Sivas,Sivas Province,Turkey
VAT,Vatomandry,Toamasina,Madagascar
VAU,Vatukoula,Western,Fiji
VAW,Vardoe,Finnmark,Norway
VBG,Vandenberg AFB,California,United States
VBS,Brescia Montichiari,Lombardy,Italy
VBV,Vanuabalavu,Eastern,Fiji
VBY,Visby,Gotlands lÃ_n,Sweden
VCA,Can Tho,Lao Cai Province,Vietnam
VCB,View Cove,California,United States
VCC,Limbe,Santa Fe Province,Argentina
VCD,Victoria River Downs,Northern Territory,Australia
VCE,Marco Polo,Veneto,Italy
VCF,Valcheta,RÃ_o Negro Province,Argentina
VCH,Vichadero,Rivera Department,Uruguay
VCL,Chulai,Quang Ngai Province,Vietnam
VCP,Viracopos,SÃ£o Paulo,Brazil
VCR,Carora,Lara,Venezuela
VCS,Coong,Hoa Binh Province,Vietnam
VCT,County-Foster,Texas,United States
VCV,George AFB,California,United States
VDA,Ovda,Southern District,Israel
VDB,Valdres,Oppland,Norway
VDC,Vitoria Da Conquista,Bahia,Brazil
VDD,Vienna Danubepier Hov,Not found,Not found
VDE,Hierro,Canary Islands,Spain
VDI,Municipal,Georgia,United States
VDM,Viedma,RÃ_o Negro Province,Argentina
VDP,Valle De Pascua,South Denmark,Denmark
VDR,Villa Dolores,CÃ_rdoba Province,Argentina
VDS,Vadso,Finnmark,Norway
VDZ,Municipal,Alaska,United States
VEE,Venetie,Alaska,United States
VEG,Maikwak,Not found,Not found
VEJ,Vejle,Not found,Not found
VEL,Vernal,Utah,United States
VER,Las Bajadas,Veracruz,Mexico
VEV,Barakoma,Western,Solomon Islands
VEX,Municipal,North Dakota,United States
VEY,Vestmannaeyjar,Southern Region,Iceland
VFA,Victoria Falls,Matabeleland North Province,Zimbabwe
VGA,Vijayawada,Andhra Pradesh,India
VGD,Vologda,Vologda Oblast,Russia
VGG,Vangrieng,Not found,Not found
VGO,Vigo,Galicia,Spain
VGS,General Villegas,Buenos Aires Province,Argentina
VGT,North Air Terminal,Nevada,United States
VGZ,Villagarzon,Putumayo Department,Colombia
VHC,Saurimo,Lunda Sul Province,Angola
VHM,Vilhelmina,VÃ_sterbottens lÃ_n,Sweden
VHN,Culberson County,Texas,United States
VHY,Charmeil,Auvergne,France
VHZ,Vahitahi,French Polynesia,Not found
VIA,Vienna,Santa Catarina,Brazil
VIB,Villa Constitucion,Baja California Sur,Mexico
VIC,Vicenza,Veneto,Italy
VID,Vidin,Not found,Not found
VIE,Schwechat International,Vienna,Austria
VIF,Vieste,Not found,Not found
VIG,El Vigia,Merida,Venezuela
VIH,Rolla National,Missouri,United States
VII,Vinh City,Thua Thien-Hue Province,Vietnam
VIJ,Virgin Gorda,British Virgin Islands,Not found
VIK,Airstrip,Not found,Not found
VIL,Dakhla,Western Sahara,Not found
VIN,Vinnica,Vinnytsia,Ukraine
VIQ,Viqueque,Wisconsin,United States
VIR,Virginia,Kwazulu-Natal,South Africa
VIS,Visalia,California,United States
VIT,Vitoria.,Salta Province,Argentina
VIU,Viru Harbour Airstrip,Western,Solomon Islands
VIV,Vivigani,Milne Bay,Papua New Guinea
VIX,Eurico Sales,EspÃ_rito Santo,Brazil
VIY,Villa Coublay,Ã_le-de-France,France
VJB,Xai Xai,Gaza Province,Mozambique
VJI,Virginia Highlands,Virginia,United States
VJQ,Gurue,Zambezia Province,Mozambique
VKG,Rach Gia,Kien Giang Province,Vietnam
VKO,Vnukovo,Moscow Oblast,Russia
VKS,Vicksburg,Mississippi,United States
VKT,Vorkuta,Komi Republic,Russia
VKW,West Kavik,Not found,Not found
VLA,Vandalia,Illinois,United States
VLC,Valencia,Valencia,Spain
VLD,Regional,Georgia,United States
VLE,J t Robidoux,Arizona,United States
VLG,Villa Gesell,Buenos Aires Province,Argentina
VLI,Bauerfield,Shefa,Vanuatu
VLK,Volgodonsk,Rostov Oblast,Russia
VLL,Valladolid,Castilla y LeÃ_n,Spain
VLM,Villamontes,Tarija Department,Bolivia
VLN,Valencia,Carabobo,Venezuela
VLO,Stolport,Not found,Not found
VLP,Municipal,Mato Grosso,Brazil
VLR,Vallenar,Atacama Region,Chile
VLS,Valesdir,Shefa,Vanuatu
VLU,Velikiye Luki,Pskov Oblast,Russia
VLV,Carvajal,Trujillo,Venezuela
VME,Villa Mercedes,San Luis Province,Argentina
VMI,INC,ConcepciÃ_n Department,Paraguay
VMU,Baimuru,Gulf,Papua New Guinea
VNA,Saravane,Salavan Province,Laos
VNC,Venice,Florida,United States
VND,Vangaindrano,Fianarantsoa,Madagascar
VNE,Meucon,Brittany,France
VNG,Viengxay,Not found,Not found
VNO,Vilnius,Santa Fe Province,Argentina
VNR,Vanrook,Queensland,Australia
VNS,Varanasi,Uttar Pradesh,India
VNX,Vilanculos,Inhambane Province,Mozambique
VNY,Van Nuys,California,United States
VOG,Volgograd,Volgograd Oblast,Russia
VOH,Vohemar,Antsiranana,Madagascar
VOI,Voinjama,Lofa County,Liberia
VOK,Volk Field,Wisconsin,United States
VOL,Nea Anchialos,Magnesia,Greece
VOT,Votuporanga,SÃ£o Paulo,Brazil
VOZ,Voronezh,Voronezh Oblast,Russia
VPE,Ongiva,Cunene Province,Angola
VPN,Vopnafjordur,Eastern Region,Iceland
VPS,Ft. Walton Beach,Florida,United States
VPY,Chimoio,Manica Province,Mozambique
VPZ,Porter County,Indiana,United States
VQS,Vieques,Puerto Rico,Not found
VRA,Juan Gualberto Gomez,Matanzas,Cuba
VRB,Municipal,Florida,United States
VRC,Virac,Catanduanes Province,Philippines
VRE,Vredendal,Western Cape,South Africa
VRK,Varkaus,Eastern Finland,Finland
VRL,Vila Real,Vila Real District,Portugal
VRN,Valerio Catullo,Veneto,Italy
VRO,Kawama,Matanzas,Cuba
VRS,Versailles,Missouri,United States
VRU,Vryburg,North-West,South Africa
VRY,Stolport,Nordland,Norway
VSA,Capitan Carlos Rovirosa,Tabasco,Mexico
VSE,Viseu,Viseu District,Portugal
VSF,State,Vermont,United States
VSG,Lugansk,Luhansk,Ukraine
VSO,Phuoclong,Corrientes Province,Argentina
VST,Vasteras/Hasslo,VÃ_stmanlanda lÃ_n,Sweden
VTA,Victoria,Ohio,United States
VTB,Vitebsk,Vitsebsk Voblast,Belarus
VTE,Wattay,Vientiane Prefecture,Laos
VTF,Vatulele,Western,Fiji
VTG,Vung Tau,Ba Ria - Vung Tau Province,Vietnam
VTL,Vittel,Lorraine,France
VTN,Miller Field,Nebraska,United States
VTU,Las Tunas,Las Tunas,Cuba
VTZ,Vishakhapatnam,Andhra Pradesh,India
VUP,Valledupar,CÃ©sar Department,Colombia
VUS,Velikij Ustyug,Vologda Oblast,Russia
VUU,Mvuu Camp,Machinga District,Malawi
VVB,Mahanoro,Toamasina,Madagascar
VVC,La Vanguardia,Meta Department,Colombia
VVI,Viru Viru Intl,Santa Cruz Department,Bolivia
VVK,Vastervik,Kalmar lÃ_n,Sweden
VVO,Vladivostok,Primorsky Krai,Russia
VVZ,Illizi,Illizi Province,Algeria
VXC,Lichinga,Niassa Province,Mozambique
VXE,San Pedro,Barlavento Islands,Cape Verde
VXO,Vaxjo,Kronoberge lÃ_n,Sweden
VYD,Vryheid,Kwazulu-Natal,South Africa
VYS,Illinois Valley Regnl,Illinois,United States
WAA,Wales,Alaska,United States
WAB,Wabag,Enga,Papua New Guinea
WAC,Waca,Oromia,Ethiopia
WAD,Andriamena,Mahajanga,Madagascar
WAE,Wadi Ad Dawasir,Riyadh Region,Saudi Arabia
WAF,Wana,Federally Administered Tribal Areas,Pakistan
WAG,Wanganui,Manawatu-Wanganui Region,New Zealand
WAH,Wahpeton,North Dakota,United States
WAI,Antsohihy,Mahajanga,Madagascar
WAJ,Wawoi Falls,Western (Fly River),Papua New Guinea
WAK,Ankazoabo,Toliara,Madagascar
WAL,Wallops Flight Center,Virginia,United States
WAM,Ambatondrazaka,Toamasina,Madagascar
WAN,Waverney,Queensland,Australia
WAO,Wabo,Gulf,Papua New Guinea
WAP,Alto Palena,Los Lagos Region,Chile
WAQ,Antsalova,Mahajanga,Madagascar
WAR,Waris,Papua,Indonesia
WAT,Waterford,County Waterford,Ireland
WAU,Wauchope,Sandaun (West Sepik),Papua New Guinea
WAV,Kalkgurung,Northern Territory,Australia
WAW,Frederic Chopin,Masovia,Poland
WAX,Zwara,An Nuqat al Khams District,Libya
WAY,Green County,Pennsylvania,United States
WAZ,Warwick,Queensland,Australia
WBA,Wahai,Maluku,Indonesia
WBB,Stebbins,Alaska,United States
WBC,Wapolu,Milne Bay,Papua New Guinea
WBD,Befandriana,Mahajanga,Madagascar
WBE,Bealanana,Not found,Not found
WBG,Schleswig-Jagel,Schleswig-Holstein,Germany
WBI,Broker Inn,Not found,Not found
WBM,Wapenamanda,Enga,Papua New Guinea
WBN,Cummings Park,Not found,Not found
WBO,Beroroha,Toliara,Madagascar
WBQ,Beaver,Alaska,United States
WBR,Big Rapids,Michigan,United States
WBU,Municipal,Colorado,United States
WBW,Wyoming Valle,Pennsylvania,United States
WCA,Gamboa,Los Lagos Region,Chile
WCH,Chaiten,Los Lagos Region,Chile
WCR,Chandalar,Alaska,United States
WDA,Wadi Ain,Al Bayda' Governorate,Yemen
WDB,Deep Bay,Not found,Not found
WDG,Enid Woodring Mun.,Oklahoma,United States
WDH,Hosea Kutako International Airport,Khomas Region,Namibia
WDI,Wondai,Queensland,Australia
WDN,Waldron Island,Washington,United States
WDR,Winder,Georgia,United States
WDY,Kodiak Fss,Not found,Not found
WEA,Parker County,Texas,United States
WED,Wedau,Milne Bay,Papua New Guinea
WEF,Weifang,Shandong Province,China
WEH,Weihai,Shandong Province,China
WEI,Weipa,Queensland,Australia
WEL,Welkom,Papua,Indonesia
WEM,West Malling,England,United Kingdom
WEP,Weam,Western (Fly River),Papua New Guinea
WES,Weasua,Not found,Not found
WET,Wagethe,Papua,Indonesia
WEW,Wee Waa,New South Wales,Australia
WEX,Castlebridge,County Westmeath,Ireland
WFB,Waterfront SPB,Alaska,United States
WFD,Woodford,Not found,Not found
WFI,Fianarantsoa,Fianarantsoa,Madagascar
WFK,Frenchville,Maine,United States
WGA,Forrest Hill,New South Wales,Australia
WGB,Bahawalnagar,Punjab,Pakistan
WGC,Warangal,Telangana,India
WGE,Walgett,New South Wales,Australia
WGF,Off Line Point,Not found,Not found
WGN,Waitangi,Not found,Not found
WGO,Municipal,Virginia,United States
WGP,Waingapu,Nusa Tenggara Timur,Indonesia
WGT,Wangaratta,Victoria,Australia
WGU,Wagau,Morobe,Papua New Guinea
WGY,Wagny,OgoouÃ©-Lolo Province,Gabon
WGZ,Off Line Point,Not found,Not found
WHD,SPB,Alaska,United States
WHF,Wadi Halfa,Northern State,Sudan
WHH,Hiltons Har H,Not found,Not found
WHK,Whakatane,Bay of Plenty Region,New Zealand
WHL,Welshpool,Victoria,Australia
WHO,Franz Josef,West Coast Region,New Zealand
WHP,Whiteman,California,United States
WHS,Whalsay,Scotland,United Kingdom
WHT,Wharton,Texas,United States
WHU,Wuhu,Anhui Province,China
WIC,Wick,Scotland,United Kingdom
WID,Wildenrath,North Rhine-Westphalia,Germany
WIE,Air Base,Hesse,Germany
WIK,Surfdale,Auckland Region,New Zealand
WIL,Wilson,Nairobi Province,Kenya
WIN,Winton,Queensland,Australia
WIO,Wilcannia,New South Wales,Australia
WIR,Wairoa,Hawke's Bay Region,New Zealand
WIT,Wittenoom,Western Australia,Australia
WIU,Witu,West New Britain,Papua New Guinea
WJA,Woja,Ailinglapalap,Marshall Islands
WJF,William J Fox,California,United States
WJR,Wajir,North-Eastern Province,Kenya
WJU,WonJu,Gang'weondo,South Korea
WKA,Wanaka,Otago Region,New Zealand
WKB,Warracknabeal,Victoria,Australia
WKF,Waterkloof (FAWK),Gauteng,South Africa
WKI,Hwange,Matabeleland North Province,Zimbabwe
WKJ,Hokkaido,HokkaidÅç Prefecture,Japan
WKK,Aleknagik,Alaska,United States
WKL,Waikoloa Airport,Hawaii,United States
WKN,Wakunai,East New Britain,Papua New Guinea
WLA,Wallal,Western Australia,Australia
WLB,Labouchere Bay,Not found,Not found
WLC,Walcha,New South Wales,Australia
WLD,Arkansas City,Kansas,United States
WLG,Wellington International,Wellington Region,New Zealand
WLH,Walaha,Penama,Vanuatu
WLK,Selawik,Alaska,United States
WLL,Wollogorang,Northern Territory,Australia
WLM,Waltham,Not found,Not found
WLN,Little Naukati,Not found,Not found
WLO,Waterloo,Northern Territory,Australia
WLR,Loring,Alaska,United States
WLS,Wallis Island,Wallis and Futuna,Not found
WLW,Glenn County,California,United States
WMA,Mandritsara,Mahajanga,Madagascar
WMB,Warrnambool,Victoria,Australia
WMC,Winnemucca,Nevada,United States
WMD,Mandabe,Toliara,Madagascar
WME,Mount Keith,Western Australia,Australia
WMH,Mountain Home,Arkansas,United States
WMK,SPB,Alaska,United States
WML,Malaimbandy,Toliara,Madagascar
WMN,Maroantsetra,Toamasina,Madagascar
WMO,White Mountain,Alaska,United States
WMP,Mampikony,Mahajanga,Madagascar
WMR,Mananara,Toamasina,Madagascar
WMV,Madirovalo,Not found,Not found
WMX,Wamena,Papua,Indonesia
WNA,Napakiak SPB,Alaska,United States
WNC,Nichen Cove SPB,Not found,Not found
WND,Windarra,Western Australia,Australia
WNE,Wora Na Ye,Not found,Not found
WNN,Wunnummin Lake,Ontario,Canada
WNP,Naga,Camarines Sur Province,Philippines
WNR,Windorah,Queensland,Australia
WNS,Nawabshah,Sindh,Pakistan
WNU,Wanuma,Madang,Papua New Guinea
WNZ,Wenzhou,Zhejiang Province,China
WOA,Wonenara,Eastern Highlands,Papua New Guinea
WOB,Woodbridge RAF,Not found,Not found
WOD,Wood River,Not found,Not found
WOE,Woensdrecht AB,Noord-Brabant,Netherlands
WOG,Woodgreen,Not found,Not found
WOI,Wologissi,Not found,Not found
WOK,Wonken,BolÃ_var,Venezuela
WOL,Wollongong,New South Wales,Australia
WON,Wondoola,Queensland,Australia
WOO,Woodchopper,Not found,Not found
WOR,Moramba,Not found,Not found
WOT,Wonan,Penghu County,Taiwan
WOW,Willow,Alaska,United States
WPA,Puerto Aisen,AysÃ©n Region,Chile
WPB,Port Berge,Mahajanga,Madagascar
WPC,Pincher Creek,Alberta,Canada
WPK,Wrotham Park,Queensland,Australia
WPL,Powell Lake,British Columbia,Canada
WPM,Wipim,Western (Fly River),Papua New Guinea
WPO,North Fork Valley,Colorado,United States
WPR,Porvenir,Magallanes Region,Chile
WPU,Puerto Williams,Magallanes Region,Chile
WRA,Warder,Somali,Ethiopia
WRB,Robins AFB,Georgia,United States
WRE,Whangarei,Northland Region,New Zealand
WRG,Wrangell SPB,Alaska,United States
WRH,Wrench Creek,Not found,Not found
WRI,Mc Guire AFB,New Jersey,United States
WRL,Worland,Wyoming,United States
WRO,Strachowice,Lower Silesia,Poland
WRW,Warrawagine,Western Australia,Australia
WRY,Westray,Scotland,United Kingdom
WRZ,Weerawila,Southern Province,Sri Lanka
WSA,Wasua,Western (Fly River),Papua New Guinea
WSB,SPB,Alaska,United States
WSD,Condron AAF,New Mexico,United States
WSF,Sarichef,Not found,Not found
WSG,County,Pennsylvania,United States
WSH,Brookhaven,New York,United States
WSJ,San Juan SPB,Alaska,United States
WSM,Wiseman,Alaska,United States
WSN,South Naknek,Alaska,United States
WSO,Washabo,Sipaliwini,Suriname
WSP,Waspam,Atlantico Norte,Nicaragua
WSR,Wasior,West Papua,Indonesia
WST,Westerly State,Rhode Island,United States
WSU,Wasu,Morobe,Papua New Guinea
WSX,Westsound,Washington,United States
WSY,Whitsunday Airstrip,Queensland,Australia
WSZ,Westport,West Coast Region,New Zealand
WTA,Tambohorano,Mahajanga,Madagascar
WTC,World Trade Center,Not found,Not found
WTD,West End,Freeport,Bahamas
WTE,Wotje Island,Wotje,Marshall Islands
WTK,Noatak,Alaska,United States
WTL,Tuntutuliak,Alaska,United States
WTN,RAF Station,England,United Kingdom
WTO,Wotho Island,Wotho,Marshall Islands
WTP,Woitape,Central,Papua New Guinea
WTR,White River,Arizona,United States
WTS,Tsiroanomandidy,Antananarivo,Madagascar
WTT,Wantoat,Morobe,Papua New Guinea
WTZ,Whitianga,Waikato Region,New Zealand
WUA,Wu Hai,Inner Mongolia Autonomous Region,China
WUD,Wudinna,South Australia,Australia
WUG,Wau,Sandaun (West Sepik),Papua New Guinea
WUH,Wuhan,Hubei Province,China
WUK,Off Line Point,Not found,Not found
WUM,Wasum,West New Britain,Papua New Guinea
WUN,Wiluna,Western Australia,Australia
WUS,Wuyishan,Fujian Province,China
WUU,Wau,Western Bahr el Ghazal State,South Sudan
WUV,Wuvulu Is,Manus,Papua New Guinea
WUX,Wuxi,Jiangsu Province,China
WUZ,Changzhoudao,Guangxi Autonomous Region,China
WVB,Rooikop,Erongo Region,Namibia
WVI,Watsonville,California,United States
WVK,Manakara,Fianarantsoa,Madagascar
WVL,Robert Lafleur,Maine,United States
WVN,Wilhelmshaven,Lower Saxony,Germany
WWA,Wasilla,Alaska,United States
WWD,Cape May County,New Jersey,United States
WWG,Al Koude,Not found,Not found
WWI,Woodie Woodie,Western Australia,Australia
WWK,Boram,East Sepik,Papua New Guinea
WWP,Whale Pass,Alaska,United States
WWR,West Woodward,Oklahoma,United States
WWS,USAF Heliport,Not found,Not found
WWT,Newtok,Alaska,United States
WWY,West Wyalong,New South Wales,Australia
WXF,Wether Fld RAF,Not found,Not found
WXN,Wanxian,Chongqing Municipality,China
WYA,Whyalla,South Australia,Australia
WYB,SPB,Alaska,United States
WYE,Yengema,Eastern Province,Sierra Leone
WYN,Wyndham,Western Australia,Australia
